,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,name_length,description_length,host_about_length,verifications_length,amenities_length,host_since_days,first_reviews_days,last_review_days,price_per_accommodates,has_Hair_dryer,flag
23574,1.0,0.92,0.0,2.0,0.0,40.78487,-73.95461,2.0,1.0,1.0,115.0,31.0,1125.0,5.0,0.0,100.0,1.0,0.24,8.0,169.0,113.0,3.0,24.0,1840.0,616.0,220.0,57.5,0.0,1
26025,0.8,0.78,0.0,12.0,0.0,40.76829,-73.87565,1.0,1.0,1.0,49.0,30.0,1125.0,8.0,0.0,93.0,0.0,0.45,8.0,165.0,117.0,2.0,16.0,1311.0,530.0,453.0,49.0,1.0,1
23877,1.0,1.0,1.0,1.0,1.0,40.67065,-73.94113,4.0,1.0,2.0,120.0,4.0,25.0,18.0,0.0,99.0,0.0,0.86,7.0,177.0,40.0,6.0,24.0,646.0,624.0,400.0,30.0,1.0,1
18085,0.0,0.33,0.0,1.0,0.0,40.71312,-73.99123,2.0,1.0,1.0,210.0,30.0,1122.0,19.0,0.0,100.0,0.0,0.55,8.0,150.0,5.0,6.0,25.0,2740.0,1040.0,207.0,105.0,1.0,1
32951,1.0,0.97,1.0,0.0,1.0,40.8078,-73.96767,2.0,1.0,1.0,60.0,2.0,14.0,17.0,0.0,94.0,1.0,3.42,8.0,99.0,14.0,7.0,16.0,1479.0,148.0,47.0,30.0,0.0,1
26186,1.0,1.0,0.0,2.0,1.0,40.6829,-73.91075,2.0,1.0,1.0,67.0,30.0,1125.0,1.0,0.0,40.0,1.0,0.11,8.0,158.0,76.0,6.0,16.0,556.0,269.0,269.0,33.5,0.0,1
8406,1.0,0.99,1.0,4.0,0.0,40.64165,-73.94062,2.0,1.0,1.0,45.0,2.0,1125.0,95.0,0.0,94.0,1.0,1.52,7.0,142.0,147.0,5.0,23.0,2045.0,1874.0,284.0,22.5,1.0,1
19072,1.0,0.82,0.0,177.0,1.0,40.81069,-73.94338,1.0,1.0,1.0,24.0,30.0,1125.0,4.0,0.0,100.0,0.0,0.13,8.0,142.0,622.0,7.0,22.0,1319.0,895.0,174.0,24.0,1.0,1
32262,1.0,0.99,0.0,49.0,1.0,40.74622,-73.9872,7.0,1.0,5.0,41.0,1.0,365.0,2.0,0.0,60.0,1.0,0.43,5.0,158.0,141.0,2.0,11.0,1579.0,137.0,97.0,5.857142857142857,0.0,1
11445,1.0,0.99,1.0,2.0,1.0,40.65425,-73.95799,2.0,1.0,1.0,43.0,1.0,30.0,113.0,2.0,98.0,0.0,2.13,5.0,181.0,46.0,5.0,37.0,3269.0,1587.0,7.0,21.5,1.0,1
22501,1.0,1.0,0.0,0.0,1.0,40.74612,-73.94704,4.0,3.0,3.0,125.0,31.0,120.0,1.0,0.0,100.0,0.0,0.05,7.0,143.0,50.0,7.0,20.0,1752.0,645.0,645.0,31.25,1.0,1
27439,0.7,0.99,0.0,9.0,1.0,40.72638,-73.98228,3.0,1.0,1.0,73.0,1.0,1125.0,16.0,0.0,90.0,1.0,1.02,5.0,170.0,57.0,6.0,12.0,630.0,470.0,195.0,24.333333333333332,0.0,1
5491,1.0,1.0,1.0,1.0,1.0,40.63395,-74.08691,4.0,2.0,3.0,115.0,3.0,1125.0,75.0,0.0,95.0,1.0,1.15,2.0,117.0,18.0,6.0,31.0,2083.0,1962.0,329.0,28.75,1.0,1
23804,1.0,0.33,0.0,1.0,1.0,40.78886,-73.97581,6.0,2.0,2.0,200.0,30.0,200.0,2.0,0.0,100.0,0.0,0.15,7.0,154.0,25.0,5.0,25.0,2474.0,400.0,160.0,33.333333333333336,1.0,1
1126,1.0,0.8,0.0,2.0,1.0,40.7982,-73.97173000000001,2.0,1.0,1.0,217.0,2.0,170.0,10.0,0.0,90.0,0.0,0.29,8.0,160.0,10.0,6.0,18.0,3017.0,1030.0,102.0,108.5,0.0,1
10765,1.0,0.95,1.0,1.0,1.0,40.7631,-73.90888000000001,2.0,1.0,2.0,85.0,30.0,1125.0,225.0,0.0,98.0,0.0,4.14,9.0,159.0,77.0,5.0,32.0,3328.0,1629.0,47.0,42.5,1.0,1
23126,1.0,0.63,1.0,2.0,1.0,40.84812,-73.93772,1.0,1.0,2.0,30.0,1.0,1125.0,42.0,3.0,99.0,0.0,1.89,8.0,175.0,126.0,5.0,21.0,2042.0,665.0,16.0,30.0,0.0,1
22400,0.8,1.0,0.0,1.0,1.0,40.76372,-73.9584,6.0,2.0,3.0,199.0,3.0,1125.0,1.0,0.0,100.0,0.0,0.09,6.0,61.0,5.0,6.0,20.0,986.0,343.0,343.0,33.166666666666664,1.0,1
28484,1.0,1.0,1.0,1.0,1.0,40.66115,-73.95598000000001,5.0,2.0,3.0,135.0,6.0,14.0,7.0,1.0,97.0,1.0,1.13,8.0,169.0,60.0,4.0,34.0,3732.0,185.0,4.0,27.0,1.0,1
29090,1.0,1.0,0.0,3.0,1.0,40.71559,-73.99824,2.0,1.0,1.0,59.0,1.0,1125.0,6.0,0.0,90.0,1.0,0.45,6.0,117.0,38.0,6.0,24.0,416.0,403.0,222.0,29.5,1.0,1
30097,0.75,0.8,0.0,1.0,1.0,40.66789,-73.95744,2.0,1.0,1.0,97.0,30.0,1125.0,2.0,0.0,100.0,0.0,0.54,7.0,105.0,46.0,5.0,18.0,2873.0,111.0,60.0,48.5,0.0,1
32631,0.9,0.97,0.0,1.0,1.0,40.67852,-74.0113,8.0,3.0,4.0,221.0,7.0,1125.0,5.0,0.0,100.0,0.0,0.87,8.0,169.0,84.0,5.0,37.0,2984.0,171.0,59.0,27.625,1.0,1
1707,0.5,0.83,0.0,8.0,1.0,40.75639,-73.96558,4.0,1.0,2.0,185.0,30.0,1125.0,97.0,0.0,87.0,1.0,1.08,6.0,125.0,30.0,10.0,32.0,3369.0,2702.0,335.0,46.25,1.0,1
3776,1.0,0.71,0.0,1.0,1.0,40.71484,-73.96741999999999,4.0,2.0,2.0,88.0,30.0,35.0,81.0,0.0,99.0,0.0,1.06,6.0,151.0,68.0,4.0,31.0,2794.0,2298.0,97.0,22.0,1.0,1
272,1.0,0.98,1.0,4.0,1.0,40.70925,-73.85262,3.0,1.0,1.0,92.0,3.0,360.0,33.0,0.0,94.0,0.0,0.78,6.0,163.0,31.0,6.0,34.0,3998.0,1274.0,212.0,30.666666666666668,1.0,1
31528,1.0,1.0,0.0,1.0,1.0,40.71468,-73.75766999999999,2.0,1.0,1.0,73.0,1.0,15.0,3.0,0.0,93.0,1.0,0.59,5.0,23.0,20.0,6.0,28.0,253.0,152.0,41.0,36.5,1.0,1
11674,1.0,0.0,0.0,1.0,1.0,40.661229999999996,-73.96126,2.0,1.0,2.0,59.0,5.0,23.0,11.0,0.0,96.0,0.0,0.21,5.0,80.0,19.0,4.0,23.0,2304.0,1586.0,548.0,29.5,1.0,1
4890,1.0,0.82,0.0,29.0,1.0,40.7711,-73.95626999999999,2.0,1.0,1.0,79.0,30.0,360.0,4.0,0.0,95.0,0.0,0.06,5.0,155.0,279.0,4.0,20.0,2514.0,2007.0,923.0,39.5,0.0,1
15914,1.0,1.0,0.0,1.0,1.0,40.73223,-73.99682,2.0,1.0,1.0,184.0,180.0,355.0,1.0,0.0,100.0,0.0,0.09,6.0,159.0,6.0,5.0,26.0,1221.0,328.0,328.0,92.0,1.0,1
29535,1.0,0.97,0.0,4.0,1.0,40.79578,-73.94724000000001,2.0,1.0,1.0,45.0,1.0,1125.0,24.0,1.0,98.0,1.0,1.95,8.0,153.0,26.0,6.0,32.0,405.0,368.0,23.0,22.5,1.0,1
15310,1.0,1.0,1.0,4.0,1.0,40.81765,-73.94502,3.0,1.0,3.0,135.0,5.0,27.0,72.0,0.0,98.0,0.0,1.74,9.0,168.0,267.0,6.0,32.0,2777.0,1240.0,326.0,45.0,1.0,1
10350,1.0,0.91,0.0,7.0,1.0,40.66317,-73.99748000000001,6.0,2.0,3.0,237.0,365.0,1125.0,4.0,0.0,100.0,0.0,0.07,7.0,171.0,53.0,6.0,37.0,3467.0,1604.0,992.0,39.5,1.0,1
5729,0.33,0.76,0.0,11.0,1.0,40.76207,-73.98945,4.0,1.0,2.0,246.0,1.0,1125.0,186.0,0.0,93.0,0.0,2.72,7.0,139.0,90.0,5.0,16.0,2066.0,2051.0,328.0,61.5,1.0,1
21695,1.0,0.92,1.0,1.0,1.0,40.764959999999995,-73.98676999999999,1.0,1.0,1.0,74.0,1.0,15.0,79.0,3.0,99.0,0.0,3.03,7.0,167.0,28.0,5.0,36.0,2768.0,782.0,2.0,74.0,1.0,1
1204,1.0,0.5,1.0,1.0,1.0,40.791059999999995,-73.95058,2.0,1.0,1.0,40.0,2.0,135.0,119.0,0.0,93.0,0.0,1.32,4.0,169.0,14.0,7.0,16.0,2987.0,2710.0,332.0,20.0,1.0,1
26432,1.0,0.85,1.0,0.0,1.0,40.770579999999995,-73.96231,2.0,1.0,1.0,180.0,30.0,1125.0,2.0,0.0,100.0,1.0,0.19,3.0,162.0,54.0,4.0,26.0,528.0,307.0,128.0,90.0,0.0,1
23290,1.0,0.78,1.0,1.0,1.0,40.708490000000005,-73.91416,4.0,2.0,2.0,130.0,3.0,1125.0,41.0,0.0,99.0,0.0,1.84,6.0,125.0,37.0,5.0,29.0,2502.0,668.0,328.0,32.5,1.0,1
5354,1.0,0.81,0.0,2.0,1.0,40.68374,-73.96452,4.0,1.0,1.0,130.0,30.0,360.0,113.0,0.0,96.0,1.0,1.64,5.0,158.0,57.0,6.0,42.0,3778.0,2065.0,327.0,32.5,1.0,1
33797,1.0,1.0,0.0,3.0,1.0,40.7139,-73.9895,3.0,2.0,2.0,67.0,30.0,1125.0,1.0,0.0,100.0,1.0,0.45,8.0,64.0,16.0,7.0,22.0,1918.0,66.0,66.0,22.333333333333332,0.0,1
13276,1.0,1.0,0.0,2.0,0.0,40.69145,-73.93762,4.0,1.0,2.0,105.0,1.0,1125.0,103.0,2.0,91.0,1.0,2.14,6.0,171.0,12.0,6.0,24.0,2568.0,1445.0,6.0,26.25,0.0,1
13044,1.0,0.5,1.0,9.0,1.0,40.7837,-73.98234000000001,3.0,1.0,2.0,125.0,90.0,365.0,3.0,0.0,93.0,0.0,0.07,8.0,95.0,72.0,6.0,21.0,1518.0,1377.0,433.0,41.666666666666664,1.0,1
36293,0.92,1.0,0.0,2.0,1.0,40.76084,-73.99852,2.0,1.0,1.0,80.0,1.0,1125.0,1.0,1.0,100.0,1.0,1.0,2.0,10.0,13.0,7.0,14.0,2154.0,19.0,19.0,40.0,0.0,1
24127,1.0,0.96,0.0,5.0,1.0,40.63112,-73.89625,2.0,1.0,1.0,80.0,1.0,28.0,11.0,0.0,98.0,1.0,0.63,8.0,122.0,101.0,4.0,22.0,644.0,525.0,65.0,40.0,1.0,1
11550,1.0,0.84,1.0,2.0,1.0,40.711090000000006,-73.73975,6.0,3.0,3.0,109.0,1.0,28.0,184.0,3.0,99.0,0.0,3.55,4.0,175.0,37.0,6.0,31.0,1656.0,1554.0,9.0,18.166666666666668,1.0,1
2308,1.0,0.96,0.0,3.0,1.0,40.71354,-73.96183,2.0,1.0,1.0,60.0,2.0,14.0,209.0,0.0,94.0,0.0,2.63,5.0,174.0,86.0,4.0,20.0,3475.0,2387.0,34.0,30.0,1.0,1
339,1.0,1.0,0.0,1.0,1.0,40.67946,-73.96500999999999,2.0,1.0,1.0,175.0,3.0,1125.0,37.0,0.0,95.0,1.0,0.32,4.0,160.0,68.0,6.0,30.0,3473.0,3440.0,405.0,87.5,1.0,1
20351,1.0,1.0,0.0,0.0,0.0,40.70497,-73.7662,4.0,1.0,4.0,85.0,1.0,30.0,44.0,0.0,80.0,0.0,1.55,7.0,142.0,11.0,2.0,25.0,880.0,853.0,341.0,21.25,1.0,1
1497,1.0,0.39,0.0,2.0,1.0,40.74268,-73.97853,2.0,1.0,2.0,217.0,30.0,1125.0,72.0,0.0,94.0,0.0,0.76,7.0,170.0,7.0,6.0,21.0,2845.0,2824.0,333.0,108.5,0.0,1
36065,1.0,0.82,0.0,0.0,1.0,40.80083,-73.95907,4.0,2.0,3.0,200.0,14.0,21.0,1.0,1.0,100.0,0.0,1.0,10.0,165.0,61.0,7.0,20.0,82.0,5.0,5.0,50.0,1.0,1
1284,1.0,1.0,0.0,1.0,1.0,40.82719,-73.94484,2.0,1.0,1.0,50.0,30.0,90.0,38.0,0.0,86.0,0.0,0.41,4.0,167.0,114.0,5.0,24.0,2957.0,2772.0,67.0,25.0,1.0,1
570,0.0,0.6,0.0,1.0,1.0,40.70793,-73.91986999999999,4.0,1.0,2.0,67.0,30.0,730.0,129.0,0.0,92.0,0.0,1.21,6.0,151.0,32.0,5.0,13.0,3318.0,3185.0,67.0,16.75,0.0,1
13329,1.0,1.0,1.0,5.0,1.0,40.8411,-73.93674,2.0,1.0,1.0,49.0,5.0,1125.0,69.0,1.0,97.0,1.0,1.45,8.0,173.0,122.0,6.0,34.0,2895.0,1424.0,28.0,24.5,1.0,1
34989,0.9,0.5,0.0,1.0,1.0,40.719609999999996,-73.94232,5.0,1.0,1.0,115.0,1.0,15.0,1.0,0.0,100.0,0.0,0.79,4.0,65.0,9.0,4.0,17.0,2413.0,37.0,37.0,23.0,1.0,1
2628,1.0,1.0,1.0,1.0,1.0,40.79827,-73.96880999999999,2.0,1.0,1.0,82.0,2.0,1125.0,311.0,0.0,94.0,0.0,3.77,9.0,139.0,3.0,4.0,24.0,2511.0,2472.0,339.0,41.0,1.0,1
13439,1.0,0.92,1.0,1.0,0.0,40.675540000000005,-73.97973,3.0,1.0,1.0,100.0,2.0,1125.0,149.0,2.0,97.0,0.0,3.27,7.0,171.0,6.0,3.0,31.0,1448.0,1367.0,4.0,33.333333333333336,1.0,1
2653,0.75,0.29,0.0,3.0,0.0,40.72562,-73.94967,1.0,1.0,1.0,48.0,30.0,365.0,9.0,0.0,87.0,0.0,0.15,5.0,179.0,59.0,3.0,17.0,3039.0,1741.0,489.0,48.0,0.0,1
7293,0.33,0.5,0.0,1.0,1.0,40.70353,-73.93482,4.0,1.0,1.0,140.0,10.0,100.0,19.0,1.0,95.0,0.0,0.37,5.0,157.0,2.0,5.0,16.0,2702.0,1559.0,4.0,35.0,1.0,1
29084,1.0,0.99,1.0,0.0,1.0,40.74649,-73.98755,4.0,1.5312720567639424,2.0,89.0,1.0,28.0,1.0,0.0,100.0,1.0,0.16,7.0,156.0,35.0,6.0,26.0,408.0,188.0,188.0,22.25,1.0,0
33140,0.62,0.9,0.0,2.0,1.0,40.73952,-73.98021999999999,9.0,4.0,5.0,255.0,3.0,180.0,7.0,1.0,97.0,0.0,2.73,5.0,91.0,58.0,6.0,26.0,2422.0,76.0,27.0,28.333333333333332,0.0,1
30749,1.0,0.67,0.0,0.0,0.0,40.63467,-74.01064000000001,2.0,2.0,1.0,59.0,2.0,1125.0,7.0,0.0,94.0,0.0,0.73,8.0,165.0,49.0,1.0,30.0,318.0,288.0,52.0,29.5,1.0,1
18617,1.0,1.0,1.0,34.0,1.0,40.84135,-73.94011,1.0,1.0,1.0,50.0,30.0,1125.0,3.0,0.0,100.0,1.0,0.1,5.0,164.0,4.0,7.0,27.0,2234.0,939.0,199.0,50.0,1.0,1
30769,1.0,1.0,0.0,0.0,1.0,40.72939,-73.95238,3.0,1.0,1.0,65.0,30.0,90.0,1.0,0.0,100.0,1.0,0.11,5.0,164.0,53.0,9.0,32.0,3376.0,279.0,279.0,21.666666666666668,1.0,1
32273,1.0,1.0,0.0,36.0,0.0,40.74968,-73.9958,2.0,1.0,1.0,53.0,30.0,180.0,2.0,0.0,80.0,1.0,0.38,4.0,100.0,68.0,3.0,25.0,728.0,158.0,63.0,26.5,0.0,1
22423,1.0,0.95,1.0,2.0,1.0,40.800540000000005,-73.93916999999999,1.0,1.0,1.0,39.0,4.0,1125.0,21.0,0.0,97.0,0.0,0.88,6.0,165.0,21.0,4.0,23.0,1445.0,715.0,60.0,39.0,1.0,1
27647,1.0,0.96,0.0,0.0,0.0,40.63321,-73.94631,4.0,1.0,2.0,90.0,4.0,29.0,17.0,1.0,96.0,1.0,1.11,7.0,37.0,62.0,3.0,24.0,2304.0,459.0,23.0,22.5,0.0,1
19590,0.7,0.71,1.0,5.0,0.0,40.82512,-73.94552,1.0,1.0,1.0,32.0,30.0,500.0,6.0,0.0,100.0,0.0,0.2,9.0,170.0,33.0,3.0,24.0,1283.0,888.0,36.0,32.0,1.0,1
409,0.98,0.73,1.0,10.0,1.0,40.68975,-73.96703000000001,4.0,2.0,2.0,438.0,1.0,29.0,47.0,0.0,97.0,0.0,0.42,7.0,192.0,172.0,8.0,31.0,3428.0,3391.0,336.0,109.5,1.0,1
13141,1.0,0.92,1.0,1.0,1.0,40.68356,-73.92557,2.0,1.0,1.0,99.0,30.0,1125.0,46.0,0.0,99.0,0.0,1.0,7.0,110.0,45.0,5.0,33.0,3839.0,1377.0,97.0,49.5,1.0,1
23479,1.0,0.77,0.0,2.0,1.0,40.866609999999994,-73.88681,2.0,1.0,2.0,49.0,30.0,180.0,14.0,0.0,90.0,0.0,0.63,6.0,114.0,11.0,8.0,32.0,2869.0,670.0,104.0,24.5,1.0,1
13397,1.0,1.0,1.0,2.0,1.0,40.855140000000006,-73.93205,2.0,1.0,1.0,60.0,3.0,14.0,86.0,0.0,99.0,0.0,1.82,4.0,168.0,210.0,7.0,32.0,2558.0,1417.0,329.0,30.0,1.0,1
4908,1.0,1.0,0.0,2.0,1.0,40.77737,-73.98355,3.0,1.0,2.0,230.0,30.0,1125.0,13.0,0.0,98.0,0.0,0.19,5.0,137.0,14.0,5.0,27.0,3995.0,2104.0,167.0,76.66666666666667,1.0,1
27117,1.0,0.82,0.0,2.0,1.0,40.723490000000005,-74.00555,4.0,2.0,2.0,125.0,7.0,1125.0,6.0,2.0,77.0,1.0,0.42,6.0,109.0,22.0,5.0,10.0,2728.0,423.0,10.0,31.25,1.0,1
2585,1.0,0.0,0.0,2.0,1.0,40.71886,-73.9586,2.0,1.0,1.0,214.0,1.0,60.0,3.0,0.0,100.0,0.0,0.05,4.0,141.0,39.0,5.0,19.0,2523.0,1959.0,495.0,107.0,0.0,1
13442,1.0,1.0,1.0,1.0,0.0,40.54003,-74.16852,4.0,1.0,2.0,180.0,1.0,14.0,218.0,3.0,97.0,1.0,4.59,4.0,151.0,55.0,3.0,21.0,1703.0,1425.0,14.0,45.0,1.0,1
32453,1.0,1.0,0.0,17.0,1.0,40.688629999999996,-73.95113,8.0,8.0,8.0,208.0,30.0,365.0,1.0,0.0,100.0,0.0,0.51,6.0,162.0,136.0,6.0,22.0,195.0,58.0,58.0,26.0,1.0,1
36276,1.0,1.0,0.0,0.0,1.0,40.822109999999995,-73.95416999999999,2.0,1.0,1.0,49.0,3.0,31.0,1.0,1.0,100.0,1.0,1.0,9.0,38.0,9.0,7.0,16.0,606.0,6.0,6.0,24.5,1.0,1
18908,1.0,0.0,0.0,1.0,1.0,40.8002,-73.95237,2.0,1.0,1.0,65.0,30.0,30.0,3.0,0.0,100.0,0.0,0.12,9.0,15.0,10.0,4.0,16.0,2388.0,764.0,544.0,32.5,1.0,1
18088,1.0,0.5,0.0,4.0,1.0,40.66721,-73.98119,4.0,2.0,2.0,150.0,2.0,1125.0,2.0,0.0,100.0,0.0,0.11,6.0,80.0,15.0,4.0,18.0,3034.0,555.0,407.0,37.5,0.0,1
3113,1.0,1.0,0.0,1.0,1.0,40.73217,-74.00137,2.0,1.0318352237596216,1.0,176.0,30.0,120.0,67.0,0.0,96.0,0.0,1.99,8.0,145.0,61.0,4.0,24.0,2770.0,1007.0,230.0,88.0,1.0,0
23920,0.92,0.94,1.0,5.0,1.0,40.83415,-73.94261999999999,2.0,1.0,1.0,45.0,2.0,1125.0,24.0,0.0,97.0,1.0,1.21,3.0,101.0,13.0,4.0,29.0,2383.0,593.0,327.0,22.5,0.0,1
15825,0.96,0.92,1.0,125.0,0.0,40.74137,-73.979,3.0,2.0,2.0,89.0,30.0,365.0,8.0,0.0,98.0,0.0,0.23,8.0,88.0,93.0,3.0,27.0,1800.0,1056.0,193.0,29.666666666666668,1.0,1
19672,0.75,0.5,0.0,2.0,1.0,40.68403,-73.88439,3.0,1.0,2.0,100.0,2.0,60.0,31.0,0.0,94.0,0.0,1.08,7.0,85.0,97.0,9.0,27.0,3722.0,860.0,152.0,33.333333333333336,1.0,1
18083,0.0,0.0,0.0,2.0,1.0,40.76846,-73.92721999999999,2.0,1.0,1.0,89.0,1.0,14.0,64.0,0.0,93.0,0.0,1.85,8.0,175.0,3.0,6.0,25.0,1112.0,1038.0,402.0,44.5,1.0,1
27308,1.0,0.97,1.0,5.0,1.0,40.70523,-73.90256,1.0,1.0,1.0,62.0,7.0,45.0,4.0,0.0,100.0,0.0,0.51,7.0,161.0,45.0,6.0,20.0,482.0,236.0,63.0,62.0,1.0,1
22811,1.0,0.95,0.0,26.0,1.0,40.75569,-73.99524,4.0,2.0,2.0,199.0,30.0,500.0,4.0,0.0,75.0,1.0,0.18,9.0,155.0,153.0,7.0,16.0,990.0,650.0,531.0,49.75,0.0,1
34117,1.0,1.0,1.0,1.0,1.0,40.73874,-73.83057,5.0,3.0,3.0,100.0,2.0,29.0,10.0,2.0,96.0,1.0,3.16,8.0,177.0,162.0,6.0,25.0,107.0,94.0,16.0,20.0,1.0,1
2228,1.0,1.0,1.0,1.0,0.0,40.77452,-73.94951,4.0,1.9905788272515181,4.0,100.0,30.0,1125.0,32.0,0.0,86.0,1.0,0.38,4.0,83.0,9.0,3.0,30.0,2605.0,2495.0,215.0,25.0,1.0,0
11062,0.89,0.99,0.0,42.0,1.0,40.74118,-73.98494000000001,3.0,1.2081331597766365,1.0,90.0,30.0,365.0,11.0,0.0,87.0,0.0,0.2,4.0,149.0,15.0,4.0,20.0,3222.0,1637.0,36.0,30.0,1.0,0
17832,1.0,0.99,1.0,7.0,1.0,40.756240000000005,-73.83353000000001,5.0,2.0,2.0,159.0,2.0,365.0,67.0,0.0,98.0,0.0,1.98,11.0,162.0,58.0,8.0,28.0,1155.0,1016.0,33.0,31.8,1.0,1
19944,0.67,0.77,0.0,1.0,1.0,40.69611,-73.78735999999999,2.0,1.0,1.0,62.0,30.0,1125.0,68.0,0.0,95.0,0.0,2.27,8.0,166.0,11.0,4.0,34.0,909.0,899.0,82.0,31.0,1.0,1
11501,0.8,0.63,0.0,3.0,1.0,40.75627,-73.965,2.0,1.0533011370006093,1.0,89.0,7.0,1125.0,38.0,1.0,95.0,0.0,0.7,4.0,25.0,33.0,5.0,23.0,2298.0,1622.0,25.0,44.5,1.0,0
7265,1.0,0.86,1.0,8.0,1.0,40.770579999999995,-73.91091,6.0,3.0,5.0,187.0,30.0,1125.0,66.0,0.0,96.0,0.0,1.06,5.0,92.0,5.0,4.0,28.0,2252.0,1861.0,397.0,31.166666666666668,1.0,1
173,1.0,0.0,0.0,1.0,1.0,40.68027,-73.94433000000001,2.0,1.0,1.0,36.0,30.0,365.0,77.0,0.0,88.0,0.0,0.63,4.0,182.0,56.0,6.0,23.0,3706.0,3686.0,2227.0,18.0,1.0,1
35237,1.0,0.54,0.0,1.0,1.0,40.768029999999996,-73.98665,4.0,1.0,1.0,130.0,2.0,30.0,2.0,0.0,100.0,0.0,1.28,9.0,112.0,90.0,8.0,14.0,1857.0,46.0,35.0,32.5,1.0,1
9431,1.0,1.0,1.0,2.0,1.0,40.755790000000005,-73.9148,2.0,1.0,1.0,95.0,30.0,356.0,160.0,0.0,99.0,0.0,2.96,8.0,152.0,97.0,5.0,31.0,1967.0,1620.0,40.0,47.5,1.0,1
16853,0.9,0.94,0.0,2.0,0.0,40.80209,-73.93705,6.0,2.0,2.0,83.0,30.0,365.0,50.0,0.0,92.0,0.0,1.33,8.0,122.0,27.0,6.0,18.0,1158.0,1131.0,103.0,13.833333333333334,1.0,1
22139,1.0,0.96,1.0,1.0,1.0,40.6957,-73.93276,2.0,1.0,1.0,79.0,2.0,1125.0,43.0,2.0,98.0,0.0,1.68,6.0,144.0,121.0,4.0,33.0,776.0,769.0,21.0,39.5,1.0,1
4748,1.0,1.0,1.0,1.0,0.0,40.72876,-74.00075,2.0,1.252572222791109,2.0,85.0,30.0,1124.0,47.0,0.0,97.0,0.0,0.67,8.0,178.0,72.0,6.0,32.0,2183.0,2098.0,341.0,42.5,1.0,0
24455,1.0,0.88,0.0,0.0,1.0,40.67522,-73.95211,2.0,1.0,1.0,90.0,30.0,180.0,14.0,1.0,96.0,1.0,0.98,6.0,165.0,103.0,5.0,39.0,3255.0,429.0,4.0,45.0,1.0,1
24824,0.94,0.99,0.0,1.0,1.0,40.73749,-73.99391,2.0,1.0,1.0,72.0,1.0,1125.0,36.0,5.0,86.0,1.0,2.65,8.0,171.0,80.0,2.0,28.0,611.0,406.0,13.0,36.0,1.0,1
18098,1.0,0.83,0.0,0.0,1.0,40.76116,-73.91023,2.0,1.0,2.0,75.0,30.0,1125.0,15.0,0.0,97.0,0.0,0.44,6.0,158.0,31.0,4.0,32.0,2003.0,1030.0,38.0,37.5,1.0,1
2882,0.95,1.0,0.0,52.0,1.0,40.72691,-73.94041,4.0,1.0,1.0,99.0,30.0,180.0,6.0,0.0,97.0,1.0,0.09,6.0,154.0,4.0,5.0,26.0,2762.0,2071.0,581.0,24.75,0.0,1
7598,1.0,0.98,1.0,4.0,1.0,40.71053,-73.96316999999999,2.0,1.0,1.0,115.0,2.0,1125.0,289.0,3.0,98.0,1.0,4.51,5.0,160.0,53.0,4.0,28.0,3359.0,1923.0,18.0,57.5,1.0,1
12282,1.0,0.5,1.0,1.0,1.0,40.635290000000005,-73.97369,2.0,1.0,1.0,127.0,3.0,15.0,98.0,0.0,100.0,0.0,1.9,5.0,173.0,45.0,6.0,25.0,2223.0,1549.0,356.0,63.5,1.0,1
29285,0.1,0.88,0.0,1.0,1.0,40.67799,-73.9446,3.0,2.0,2.0,125.0,2.0,14.0,48.0,0.0,97.0,0.0,3.69,3.0,29.0,5.0,4.0,22.0,392.0,389.0,82.0,41.666666666666664,0.0,1
28275,0.89,0.56,0.0,0.0,1.0,40.74068,-73.99053,3.0,1.0,1.0,346.0,3.0,1125.0,7.0,0.0,100.0,0.0,0.51,7.0,164.0,46.0,6.0,40.0,1002.0,408.0,35.0,115.33333333333333,1.0,1
12030,0.5,0.0,0.0,2.0,1.0,40.73516,-73.85379,2.0,1.0,1.0,30.0,30.0,1125.0,2.0,0.0,90.0,0.0,0.04,6.0,95.0,39.0,5.0,14.0,3543.0,1494.0,984.0,15.0,0.0,1
18262,0.5,0.0,0.0,2.0,1.0,40.65358,-73.95544,2.0,1.0869280265166346,1.0,150.0,30.0,365.0,1.0,0.0,100.0,0.0,0.04,6.0,154.0,23.0,5.0,28.0,3030.0,740.0,740.0,75.0,1.0,0
21635,1.0,0.99,0.0,1337.0,1.0,40.74572,-73.97986,2.0,0.9480957751783414,1.0,184.0,30.0,1125.0,2.0,0.0,80.0,1.0,0.09,11.0,155.0,251.0,9.0,27.0,1512.0,666.0,201.0,92.0,1.0,0
6580,1.0,0.33,0.0,50.0,1.0,40.702329999999996,-73.9175,2.0,1.0,1.0,47.0,30.0,1125.0,2.0,0.0,100.0,0.0,0.04,4.0,156.0,50.0,4.0,12.0,2209.0,1615.0,1364.0,23.5,0.0,1
34945,0.92,0.94,1.0,6.0,1.0,40.64458,-74.01661999999999,2.0,1.0,1.0,60.0,1.0,28.0,3.0,0.0,100.0,0.0,1.18,8.0,41.0,36.0,4.0,19.0,211.0,75.0,35.0,30.0,1.0,1
